id,position_x,position_y,iteration_number,time
345,0.6487860127737957,-5.823342683933109,11,11
345,0.007560031602442563,-7.717763239425166,12,12
345,-1.1750592651247236,-9.33065244796013,13,13
346,0,0,0,0
346,2,0,1,1
346,3.5329860136187,-1.284505306353168,2,2
346,5.432274922303095,-1.9111644173125795,3,3
346,4.338901590547865,-3.585838940139767,4,4
346,2.8683624346157925,-4.941388493225374,5,5
346,3.5323554414474523,-6.827949726495753,6,6
346,4.3330535065612406,-8.660675185620233,7,7
346,2.4280491878939516,-9.269738848843529,8,8
346,1.1502450012121204,-10.80831496346977,9,9
346,-0.8330523352018107,-10.550377615702127,10,10
347,0,0,0,0
347,2,0,1,1
347,2.5469112291791656,1.9237692448414219,2,2
347,1.1208997447450597,3.3260856307765065,3,3
347,2.7088805420407307,4.541946226165717,4,4
347,1.5217618259734733,6.151526654091835,5,5
347,0.10286633825366542,7.56104273946595,6,6
347,1.8908621081752284,8.457185097990866,7,7
347,3.6700138609319044,7.543610229322267,8,8
347,4.933531375947816,5.99328010665548,9,9
347,3.888534246515919,4.287999777947295,10,10
347,2.150234484181551,3.2989022416707767,11,11
347,1.1487233656749511,1.567724758133153,12,12
347,1.2261965962777621,-0.4307741531850302,13,13
347,2.9483909866114137,-1.447654914092277,14,14
347,4.824652812233188,-0.7550933199257737,15,15
347,6.262847362241326,0.6347255302582675,16,16
347,4.742488923955779,1.9341524112846427,17,17
347,3.956851563534584,3.773384299304861,18,18
347,4.554600046227389,5.6819693121975146,19,19
347,6.459604364894676,5.072905648974215,20,20
348,0,0,0,0
348,2,0,1,1
348,3.3542657495909847,-1.4717215359859246,2,2
348,5.2939247129356595,-0.984152970636742,3,3
348,5.462671725213027,-2.977021367156558,4,4
348,3.6338810839642717,-2.1673765126178743,5,5
348,2.1242329387067915,-0.8555219179616491,6,6
348,0.12831208444146824,-0.727850685850487,7,7
348,-1.5650036478350287,0.3364245749842798,8,8
349,0,0,0,0
349,2,0,1,1
349,3.8751716381161767,0.695507963724856,2,2
349,3.835031760548999,-1.3040891932617436,3,3
349,2.3183079299715557,-2.6077566438635014,4,4
349,3.5488055089419994,-4.184422654199196,5,5
349,5.28968876255714,-5.168965947956439,6,6
349,6.407495723963875,-3.510500513577222,7,7
349,8.122010081459983,-2.4807235872773044,8,8
350,0,0,0,0
350,2,0,1,1
350,3.39658072569562,-1.4316292385305265,2,2
350,4.276145581248313,0.36457945337489095,3,3
350,5.374482952326269,2.0360025055354036,4,4
350,7.218884895667172,2.809424428809046,5,5
351,0,0,0,0
351,2,0,1,1
351,3.9993595760563863,-0.05060914573105844,2,2
351,4.776321069319119,1.7923045359119383,3,3
351,3.4851390984240704,3.3196712626791474,4,4
351,2.923805680582495,5.239281846629521,5,5
351,1.0412178543809194,4.564105516595932,6,6
351,1.049595410291728,2.564123062533657,7,7
351,-0.810727539990155,3.298424445246852,8,8
352,0,0,0,0
352,2,0,1,1
352,1.6362154126275457,-1.9666369197160551,2,2
353,0,0,0,0
353,2,0,1,1
353,3.6892167360086687,-1.0707692649624472,2,2
353,4.624767857876204,-2.8384638365365062,3,3
353,6.297148753655532,-3.9353421978110523,4,4
