id,startPosition,endPosition,survived,epilogue,total_iterations,total_time,step_size,moving_type,car probability
617,0,7.718398613341522,yes,Crossed,5,5,2,B,0.05
618,0,-0.13279854678286984,yes,Went back to the sidewalk,26,26,2,B,0.05
619,0,7.6955616199118175,yes,Crossed,7,7,2,B,0.05
620,0,7.081351906589621,yes,Crossed,4,4,2,B,0.05
621,0,-0.442188075714822,yes,Went back to the sidewalk,7,7,2,B,0.05
622,0,-1.2194372458084357,yes,Went back to the sidewalk,4,4,2,B,0.05
623,0,2.8471765176188537,no,dead: right lane,14,14,2,B,0.05
624,0,7.253663305012796,yes,Crossed,5,5,2,B,0.05
625,0,6.508639627360001,no,dead: left lane,5,5,2,B,0.05
626,0,-1.0197027246052792,yes,Went back to the sidewalk,8,8,2,B,0.05
627,0,7.918851002207919,yes,Crossed,7,7,2,B,0.05
628,0,6.07284329777003,no,dead: left lane,9,9,2,B,0.05
629,0,7.600458165467952,yes,Crossed,4,4,2,B,0.05
630,0,-0.9414027629512003,yes,Went back to the sidewalk,12,12,2,B,0.05
631,0,7.5219097546368765,yes,Crossed,6,6,2,B,0.05
632,0,-0.7000132196764294,yes,Went back to the sidewalk,4,4,2,B,0.05
633,0,-0.8843481210012665,yes,Went back to the sidewalk,8,8,2,B,0.05
634,0,-1.8935683014058222,yes,Went back to the sidewalk,4,4,2,B,0.05
635,0,8.022957481352378,yes,Crossed,5,5,2,B,0.05
636,0,-1.1678646737586265,yes,Went back to the sidewalk,4,4,2,B,0.05
637,0,7.315334423927991,yes,Crossed,4,4,2,B,0.05
638,0,7.64222984830096,yes,Crossed,14,14,2,B,0.05
639,0,2.3559167477264005,no,dead: right lane,4,4,2,B,0.05
640,0,6.061213377958111,no,dead: left lane,16,16,2,B,0.05
641,0,-0.4976780482040264,yes,Went back to the sidewalk,5,5,2,B,0.05
642,0,-0.24642546603180748,yes,Went back to the sidewalk,3,3,2,B,0.05
643,0,8.073267840762126,yes,Crossed,7,7,2,B,0.05
644,0,8.309557329378311,yes,Crossed,9,9,2,B,0.05
645,0,1.4776430556912021,no,dead: right lane,2,2,2,B,0.05
646,0,7.006556456618787,yes,Crossed,5,5,2,B,0.05
647,0,7.15270200351679,yes,Crossed,6,6,2,B,0.05
648,0,2.6320527221650254,no,dead: right lane,5,5,2,B,0.05
649,0,5.394107865948779,no,dead: left lane,4,4,2,B,0.05
650,0,-1.058437275039095,yes,Went back to the sidewalk,7,7,2,B,0.05
651,0,-1.4483337536012812,yes,Went back to the sidewalk,5,5,2,B,0.05
652,0,-0.09532221248774975,yes,Went back to the sidewalk,4,4,2,B,0.05
653,0,2.1565615242256646,no,dead: right lane,6,6,2,B,0.05
654,0,5.040902483963178,no,dead: left lane,4,4,2,B,0.05
655,0,5.537864321425121,no,dead: left lane,4,4,2,B,0.05
656,0,7.714566314017582,yes,Crossed,9,9,2,B,0.05
657,0,2.9747604902029696,no,dead: right lane,5,5,2,B,0.05
658,0,5.184346669042694,no,dead: left lane,17,17,2,B,0.05
659,0,7.158282190774093,yes,Crossed,5,5,2,B,0.05
660,0,7.445758637190032,yes,Crossed,7,7,2,B,0.05
661,0,-1.1564220081203862,yes,Went back to the sidewalk,4,4,2,B,0.05
662,0,2.341217720152134,no,dead: right lane,5,5,2,B,0.05
663,0,7.653874355293817,yes,Crossed,5,5,2,B,0.05
664,0,8.338258482509541,yes,Crossed,7,7,2,B,0.05
665,0,7.7768635009945095,yes,Crossed,5,5,2,B,0.05
666,0,-0.984957159448667,yes,Went back to the sidewalk,5,5,2,B,0.05
667,0,7.060897027238584,yes,Crossed,10,10,2,B,0.05
668,0,7.865589195818416,yes,Crossed,6,6,2,B,0.05
669,0,-1.1250853628477007,yes,Went back to the sidewalk,12,12,2,B,0.05
670,0,7.339177916850398,yes,Crossed,7,7,2,B,0.05
671,0,7.398684277014536,yes,Crossed,5,5,2,B,0.05
672,0,8.246230907134096,yes,Crossed,5,5,2,B,0.05
673,0,5.515288153440085,no,dead: left lane,5,5,2,B,0.05
674,0,7.703861448508246,yes,Crossed,9,9,2,B,0.05
675,0,-1.461971917924993,yes,Went back to the sidewalk,7,7,2,B,0.05
676,0,-0.5945124028326443,yes,Went back to the sidewalk,3,3,2,B,0.05
677,0,2.7304035237831767,no,dead: right lane,2,2,2,B,0.05
678,0,7.348336041637375,yes,Crossed,5,5,2,B,0.05
679,0,2.475575092212086,no,dead: right lane,5,5,2,B,0.05
680,0,-1.520869616294904,yes,Went back to the sidewalk,4,4,2,B,0.05
681,0,8.165348376975192,yes,Crossed,5,5,2,B,0.05
682,0,-0.22937021250655398,yes,Went back to the sidewalk,13,13,2,B,0.05
683,0,7.014814978485113,yes,Crossed,9,9,2,B,0.05
684,0,-1.4964656849838878,yes,Went back to the sidewalk,9,9,2,B,0.05
685,0,7.190724962060301,yes,Crossed,18,18,2,B,0.05
686,0,7.168034613980797,yes,Crossed,7,7,2,B,0.05
687,0,-0.12581845546583859,yes,Went back to the sidewalk,14,14,2,B,0.05
688,0,1.0208498640991122,no,dead: right lane,3,3,2,B,0.05
689,0,7.782478494742508,yes,Crossed,7,7,2,B,0.05
690,0,1.5110774161672669,no,dead: right lane,2,2,2,B,0.05
691,0,-0.33655087497517666,yes,Went back to the sidewalk,3,3,2,B,0.05
692,0,-1.8698675257979456,yes,Went back to the sidewalk,6,6,2,B,0.05
693,0,7.519478355044868,yes,Crossed,11,11,2,B,0.05
694,0,-0.5146294426775107,yes,Went back to the sidewalk,3,3,2,B,0.05
695,0,-0.2019867515617122,yes,Went back to the sidewalk,4,4,2,B,0.05
696,0,-0.4907024802431694,yes,Went back to the sidewalk,7,7,2,B,0.05
697,0,-1.4318880179396323,yes,Went back to the sidewalk,6,6,2,B,0.05
698,0,-0.12075987134362265,yes,Went back to the sidewalk,5,5,2,B,0.05
699,0,-1.5311255973542583,yes,Went back to the sidewalk,8,8,2,B,0.05
700,0,2.788388331874253,no,dead: right lane,3,3,2,B,0.05
701,0,2.2073210789969098,no,dead: right lane,2,2,2,B,0.05
702,0,7.050602943720579,yes,Crossed,6,6,2,B,0.05
703,0,8.385561630246098,yes,Crossed,7,7,2,B,0.05
704,0,-0.983941362022771,yes,Went back to the sidewalk,12,12,2,B,0.05
705,0,1.4786539771269007,no,dead: right lane,2,2,2,B,0.05
706,0,7.1404871514353285,yes,Crossed,6,6,2,B,0.05
707,0,-1.6537668839437352,yes,Went back to the sidewalk,9,9,2,B,0.05
708,0,7.35514108869712,yes,Crossed,5,5,2,B,0.05
709,0,6.045325517631065,no,dead: left lane,5,5,2,B,0.05
710,0,-0.08214054308340435,yes,Went back to the sidewalk,3,3,2,B,0.05
711,0,5.586886212915763,no,dead: left lane,9,9,2,B,0.05
712,0,-0.038798671126739626,yes,Went back to the sidewalk,5,5,2,B,0.05
713,0,-0.02052142376389776,yes,Went back to the sidewalk,4,4,2,B,0.05
714,0,7.032813559722837,yes,Crossed,7,7,2,B,0.05
715,0,-1.6978767479105752,yes,Went back to the sidewalk,14,14,2,B,0.05
716,0,-0.842962586400793,yes,Went back to the sidewalk,3,3,2,B,0.05
717,0,-1.5531017888950236,yes,Went back to the sidewalk,10,10,2,B,0.05
718,0,8.581040954347461,yes,Crossed,5,5,2,B,0.05
719,0,-0.026153392649875595,yes,Went back to the sidewalk,3,3,2,B,0.05
720,0,-1.3016177374409421,yes,Went back to the sidewalk,4,4,2,B,0.05
721,0,5.982452320620359,no,dead: left lane,5,5,2,B,0.05
722,0,-0.1935576248870019,yes,Went back to the sidewalk,3,3,2,B,0.05
723,0,8.225217566188235,yes,Crossed,6,6,2,B,0.05
724,0,7.97033391284415,yes,Crossed,7,7,2,B,0.05
725,0,-0.09858788433807719,yes,Went back to the sidewalk,3,3,2,B,0.05
726,0,-1.395439991511833,yes,Went back to the sidewalk,4,4,2,B,0.05
727,0,2.7431667480198696,no,dead: right lane,18,18,2,B,0.05
728,0,-0.6363154225191932,yes,Went back to the sidewalk,5,5,2,B,0.05
729,0,7.105702003923292,yes,Crossed,5,5,2,B,0.05
730,0,2.45024222114887,no,dead: right lane,2,2,2,B,0.05
731,0,-0.24416931607977355,yes,Went back to the sidewalk,3,3,2,B,0.05
732,0,1.3533428071262288,no,dead: right lane,3,3,2,B,0.05
733,0,2.044630365334601,no,dead: right lane,3,3,2,B,0.05
734,0,-0.3206765423901152,yes,Went back to the sidewalk,9,9,2,B,0.05
735,0,-0.7320863617801407,yes,Went back to the sidewalk,3,3,2,B,0.05
736,0,7.250070325941068,yes,Crossed,4,4,2,B,0.05
737,0,-1.3796966312972982,yes,Went back to the sidewalk,9,9,2,B,0.05
738,0,7.107812930904453,yes,Crossed,4,4,2,B,0.05
739,0,5.3940502415274505,no,dead: left lane,3,3,2,B,0.05
740,0,-0.17993928398509795,yes,Went back to the sidewalk,3,3,2,B,0.05
741,0,-1.8248146963311924,yes,Went back to the sidewalk,4,4,2,B,0.05
742,0,-1.1572307740156815,yes,Went back to the sidewalk,8,8,2,B,0.05
743,0,8.370284909346028,yes,Crossed,8,8,2,B,0.05
744,0,7.473912768628609,yes,Crossed,4,4,2,B,0.05
745,0,-1.0095784874127147,yes,Went back to the sidewalk,16,16,2,B,0.05
746,0,-0.08120237361695537,yes,Went back to the sidewalk,9,9,2,B,0.05
747,0,-1.410637459731272,yes,Went back to the sidewalk,8,8,2,B,0.05
748,0,2.4045490954352347,no,dead: right lane,2,2,2,B,0.05
749,0,7.418345646534443,yes,Crossed,11,11,2,B,0.05
750,0,7.2049604126043505,yes,Crossed,5,5,2,B,0.05
751,0,7.046548041180959,yes,Crossed,5,5,2,B,0.05
752,0,1.8454297288531758,no,dead: right lane,3,3,2,B,0.05
753,0,7.0251214362104815,yes,Crossed,8,8,2,B,0.05
754,0,8.668611720132196,yes,Crossed,9,9,2,B,0.05
755,0,-1.1038691359906156,yes,Went back to the sidewalk,4,4,2,B,0.05
756,0,-0.08537551267050025,yes,Went back to the sidewalk,3,3,2,B,0.05
757,0,-1.5624209453309925,yes,Went back to the sidewalk,7,7,2,B,0.05
758,0,-1.051993430226628,yes,Went back to the sidewalk,14,14,2,B,0.05
759,0,7.844560665523074,yes,Crossed,5,5,2,B,0.05
760,0,7.0444621662896365,yes,Crossed,9,9,2,B,0.05
761,0,2.455002350799552,no,dead: right lane,2,2,2,B,0.05
762,0,5.567976133414216,no,dead: left lane,3,3,2,B,0.05
763,0,7.873247950865566,yes,Crossed,7,7,2,B,0.05
764,0,5.266170781638736,no,dead: left lane,4,4,2,B,0.05
765,0,7.567332395971674,yes,Crossed,7,7,2,B,0.05
766,0,-0.4041928887717179,yes,Went back to the sidewalk,5,5,2,B,0.05
767,0,-0.24596525007710546,yes,Went back to the sidewalk,3,3,2,B,0.05
768,0,1.0110365404133344,no,dead: right lane,4,4,2,B,0.05
769,0,2.1913440433021165,no,dead: right lane,2,2,2,B,0.05
770,0,-1.4470151182743625,yes,Went back to the sidewalk,7,7,2,B,0.05
771,0,8.525015699460742,yes,Crossed,7,7,2,B,0.05
772,0,-1.0403044353212032,yes,Went back to the sidewalk,7,7,2,B,0.05
773,0,7.49011530490313,yes,Crossed,11,11,2,B,0.05
774,0,-1.5542288248775404,yes,Went back to the sidewalk,7,7,2,B,0.05
775,0,7.157269217214778,yes,Crossed,5,5,2,B,0.05
776,0,-1.107790400850459,yes,Went back to the sidewalk,4,4,2,B,0.05
777,0,6.4893016251332565,no,dead: left lane,5,5,2,B,0.05
778,0,-1.6964724177794508,yes,Went back to the sidewalk,14,14,2,B,0.05
779,0,7.687326360385687,yes,Crossed,5,5,2,B,0.05
780,0,7.658682801252244,yes,Crossed,4,4,2,B,0.05
781,0,-0.9601807959856543,yes,Went back to the sidewalk,5,5,2,B,0.05
782,0,7.315733542281887,yes,Crossed,5,5,2,B,0.05
783,0,-0.32132387798328355,yes,Went back to the sidewalk,4,4,2,B,0.05
784,0,8.805590737697266,yes,Crossed,14,14,2,B,0.05
785,0,-1.0039961149195082,yes,Went back to the sidewalk,10,10,2,B,0.05
786,0,6.266184528671608,no,dead: left lane,5,5,2,B,0.05
787,0,8.499343962267911,yes,Crossed,5,5,2,B,0.05
788,0,7.981619734479671,yes,Crossed,5,5,2,B,0.05
789,0,7.666518553394196,yes,Crossed,7,7,2,B,0.05
